date,hls_date,gcc_mean,evi,source_file
8/14/2023,8/14/2023,0.39896,0.599654973,goodwaterbau_2023
7/31/2021,7/31/2021,0.38981,0.599465251,arsltarmdcr_2021
8/27/2021,8/27/2021,0.41418,0.599354625,arsmorris3_2021
8/25/2023,8/25/2023,0.37551,0.599296093,mead2_2023
8/10/2023,8/10/2023,0.43991,0.599284291,mandani2_2023
9/29/2021,9/29/2021,0.38799,0.599270463,arsltarucbec1_2021
9/1/2022,9/1/2022,0.39401,0.599240303,arsltarucbec1_2022
9/29/2023,9/29/2023,0.39464,0.599138319,arsltarucbec1_2023
7/10/2022,7/10/2022,0.45321,0.599001229,mandani2_2022
8/25/2023,8/25/2023,0.39121,0.598955512,NEON.D06.KONA.DP1.00033_2023
7/9/2022,7/9/2022,0.45063,0.598929524,mandani2_2022
7/14/2022,7/14/2022,0.44292,0.598833084,ecb1_2022
8/23/2022,8/23/2022,0.40805,0.59874177,arsltarucbec1_2022
8/8/2021,8/8/2021,0.36002,0.598685741,bouldincorn_2021
8/28/2023,8/28/2023,0.35225,0.598535061,arsltarmdcr_2023
7/12/2022,7/12/2022,0.4117,0.598517299,arsope3ltar_2022
8/4/2021,8/4/2021,0.39025,0.598452985,mead1_2021
8/23/2023,8/23/2023,0.36355,0.598281562,arsmorris1_2023
8/22/2021,8/22/2021,0.38809,0.598222911,arsbrooks10_2021
8/29/2021,8/29/2021,0.37269,0.598219097,arscolesnorth_2021
7/16/2022,7/16/2022,0.41736,0.598188698,goodwater_2022
8/22/2022,8/22/2022,0.37197,0.598163724,arsmorris1_2022
10/7/2023,10/7/2023,0.36296,0.598162174,arsope3ltar_2023
7/11/2022,7/11/2022,0.45244,0.597845614,mandani2_2022
7/30/2022,7/30/2022,0.37878,0.597798705,arkansascornsoy_2022
8/24/2023,8/24/2023,0.37631,0.597679555,mead1_2023
9/3/2021,9/3/2021,0.40359,0.597642183,goodwaterbau_2021
7/8/2022,7/8/2022,0.45491,0.597641587,mandani2_2022
8/5/2022,8/5/2022,0.37883,0.597590923,arscolesnorth_2022
7/2/2021,7/2/2021,0.43713,0.597552419,mead3_2021
7/28/2023,7/28/2023,0.42521,0.597429276,ecb4_2023
9/9/2023,9/9/2023,0.39233,0.597325087,ecb2_2023
8/29/2023,8/29/2023,0.42185,0.597303867,mandani2_2023
8/19/2023,8/19/2023,0.36327,0.597276628,bouldincorn_2023
8/23/2023,8/23/2023,0.40805,0.597249568,mead3_2023
9/8/2022,9/8/2022,0.37436,0.597086191,arsmorris3_2022
10/1/2022,10/1/2022,0.38744,0.597014785,arsltarucbec1_2022
8/9/2023,8/9/2023,0.44358,0.596871018,mandani2_2023
8/1/2021,8/1/2021,0.39717,0.596223712,arsltarmdcr_2021
9/7/2022,9/7/2022,0.38723,0.596205652,goodwater_2022
7/7/2021,7/7/2021,0.41782,0.59614104,arscolesnorth_2021
9/8/2021,9/8/2021,0.37402,0.595887303,arsmorris1_2021
7/12/2022,7/12/2022,0.45452,0.595834076,mandani2_2022
8/6/2023,8/6/2023,0.4433,0.595729291,goodwater_2023
9/16/2022,9/16/2022,0.39706,0.5956918,ecb1_2022
6/25/2023,6/25/2023,0.39731,0.595660865,arscolesnorth_2023
9/17/2022,9/17/2022,0.40872,0.595641315,mead1_2022
8/29/2023,8/29/2023,0.37538,0.595629573,arscolesnorth_2023
8/24/2022,8/24/2022,0.40134,0.595597684,arsltarucbec1_2022
7/12/2022,7/12/2022,0.4108,0.595593393,mead1_2022
8/10/2021,8/10/2021,0.40932,0.595590711,mead3_2021
6/26/2023,6/26/2023,0.43086,0.595538497,arsbrooks10_2023
9/23/2022,9/23/2022,0.39822,0.595494509,goodwaterbau_2022
8/15/2023,8/15/2023,0.3965,0.595411539,goodwaterbau_2023
8/6/2023,8/6/2023,0.39509,0.595375955,arsmorris3_2023
8/21/2022,8/21/2022,0.37485,0.595316172,arsmorris1_2022
6/27/2021,6/27/2021,0.40495,0.595219195,arsltarmdcr_2021
8/31/2022,8/31/2022,0.39568,0.595190763,arsltarucbec1_2022
7/7/2022,7/7/2022,0.46096,0.595146537,mandani2_2022
9/22/2021,9/22/2021,0.39371,0.594915509,arsope3ltar_2021
9/13/2022,9/13/2022,0.38089,0.59490335,arscolesnorth_2022
7/21/2023,7/21/2023,0.42398,0.594520867,NEON.D06.KONA.DP1.00033_2023
8/5/2021,8/5/2021,0.38702,0.594293237,mead1_2021
6/30/2021,6/30/2021,0.43592,0.594117343,mead1_2021
8/8/2023,8/8/2023,0.44206,0.594013572,mandani2_2023
9/13/2022,9/13/2022,0.36777,0.593932629,ecb2_2022
9/3/2023,9/3/2023,0.3767,0.593823969,arsbrooks10_2023
8/30/2023,8/30/2023,0.4178,0.593810737,mandani2_2023
9/18/2023,9/18/2023,0.40375,0.593623936,goodwater_2023
9/14/2022,9/14/2022,0.36595,0.593510628,arsmorris1_2022
8/26/2023,8/26/2023,0.37429,0.593362629,mead2_2023
8/24/2022,8/24/2022,0.35182,0.593207002,bouldincorn_2022
8/30/2021,8/30/2021,0.36584,0.59320116,arscolesnorth_2021
8/2/2021,8/2/2021,0.38851,0.593169212,arsltarmdcr_2021
8/25/2022,8/25/2022,0.39723,0.593166888,arsltarucbec1_2022
9/9/2022,9/9/2022,0.37945,0.593010843,arsmorris3_2022
7/13/2021,7/13/2021,0.39662,0.592834651,arsope3ltar_2021
8/30/2022,8/30/2022,0.41014,0.592817783,arsltarucbec1_2022
6/25/2023,6/25/2023,0.42571,0.592810452,mead1_2023
6/22/2021,6/22/2021,0.3909,0.592792928,bouldincorn_2021
7/13/2022,7/13/2022,0.43865,0.592767715,ecb1_2022
7/2/2023,7/2/2023,0.44017,0.592641354,mead3_2023
7/1/2021,7/1/2021,0.42366,0.592481494,arsbrooks10_2021
9/23/2022,9/23/2022,0.38829,0.592466295,ecb4_2022
7/13/2022,7/13/2022,0.44714,0.592187524,mandani2_2022
8/20/2022,8/20/2022,0.37547,0.59217447,arsmorris1_2022
9/1/2023,9/1/2023,0.39165,0.592067897,ecb4_2023
7/6/2022,7/6/2022,0.46059,0.591998816,mandani2_2022
7/25/2022,7/25/2022,0.39275,0.591907144,arsltarmdcr_2022
6/28/2023,6/28/2023,0.40885,0.591823339,mead2_2023
7/28/2021,7/28/2021,0.38249,0.591823339,arsmorris1_2021
8/25/2023,8/25/2023,0.3851,0.5916695,mead1_2023
8/26/2022,8/26/2022,0.40942,0.59150362,arsltarucbec1_2022
8/24/2023,8/24/2023,0.36354,0.591326058,arsmorris1_2023
8/3/2021,8/3/2021,0.39329,0.591324925,arsltarmdcr_2021
6/19/2023,6/19/2023,0.42263,0.591299772,goodwaterbau_2023
7/7/2023,7/7/2023,0.40425,0.591246128,arsltarmdcr_2023
8/29/2022,8/29/2022,0.40351,0.591241241,arsltarucbec1_2022
9/10/2022,9/10/2022,0.38675,0.59105438,arsope3ltar_2022
8/19/2022,8/19/2022,0.37574,0.59104532,arsmorris1_2022
8/16/2023,8/16/2023,0.39171,0.590885758,goodwaterbau_2023
8/27/2022,8/27/2022,0.40546,0.590619802,arsltarucbec1_2022
6/10/2022,6/10/2022,0.45072,0.590538681,arkansascornsoy_2022
7/16/2022,7/16/2022,0.4015,0.590538561,arsmorris3_2022
8/28/2022,8/28/2022,0.4034,0.590527058,arsltarucbec1_2022
7/30/2023,7/30/2023,0.39566,0.590462506,ecb2_2023
7/28/2022,7/28/2022,0.40048,0.590444624,ecb4_2022
7/15/2022,7/15/2022,0.41182,0.590427458,goodwater_2022
8/11/2021,8/11/2021,0.40616,0.590398431,mead3_2021
8/7/2023,8/7/2023,0.43932,0.590341091,mandani2_2023
8/9/2021,8/9/2021,0.35896,0.590293646,bouldincorn_2021
8/23/2021,8/23/2021,0.39003,0.590165496,arsbrooks10_2021
8/6/2021,8/6/2021,0.39018,0.59010452,mead1_2021
8/31/2023,8/31/2023,0.41475,0.590087414,mandani2_2023
8/20/2023,8/20/2023,0.36597,0.589837909,bouldincorn_2023
7/4/2021,7/4/2021,0.38272,0.589748621,arsltarucbec1_2021
7/12/2021,7/12/2021,0.41086,0.589445829,arsmorris3_2021
8/30/2023,8/30/2023,0.37036,0.589313626,arscolesnorth_2023
8/18/2022,8/18/2022,0.37413,0.589182258,arsmorris1_2022
9/10/2022,9/10/2022,0.37086,0.589156985,arsmorris3_2022
8/5/2023,8/5/2023,0.39848,0.588995934,arsmorris3_2023
8/4/2021,8/4/2021,0.39166,0.588944912,arsltarmdcr_2021
6/19/2023,6/19/2023,0.34909,0.588834703,arsltarucbec1_2023
9/30/2021,9/30/2021,0.39501,0.588417113,arsltarucbec1_2021
7/12/2023,7/12/2023,0.39133,0.58808583,bouldincorn_2023
9/8/2022,9/8/2022,0.37981,0.587919712,goodwater_2022
9/17/2022,9/17/2022,0.40596,0.587829113,arsbrooks10_2022
7/20/2023,7/20/2023,0.42845,0.587757707,ecb1_2023
9/15/2022,9/15/2022,0.37068,0.587702274,arsmorris1_2022
8/31/2021,8/31/2021,0.37569,0.587639332,arscolesnorth_2021
7/20/2022,7/20/2022,0.42608,0.587601304,arsbrooks10_2022
7/31/2022,7/31/2022,0.38653,0.587593853,arkansascornsoy_2022
7/14/2022,7/14/2022,0.45175,0.587348163,mandani2_2022
8/27/2023,8/27/2023,0.36941,0.587194741,mead2_2023
8/6/2023,8/6/2023,0.44085,0.587102354,mandani2_2023
8/4/2022,8/4/2022,0.38269,0.587084055,arscolesnorth_2022
7/4/2023,7/4/2023,0.38003,0.587032795,arsmorris1_2023
7/5/2022,7/5/2022,0.46057,0.586635232,mandani2_2022
8/5/2021,8/5/2021,0.38541,0.586589456,arsltarmdcr_2021
8/17/2022,8/17/2022,0.37137,0.586584687,arsmorris1_2022
7/12/2022,7/12/2022,0.43564,0.586346567,ecb1_2022
7/30/2023,7/30/2023,0.39017,0.586101532,arsope3ltar_2023
7/1/2021,7/1/2021,0.43718,0.586088717,mead3_2021
7/19/2022,7/19/2022,0.40616,0.586087644,goodwaterbau_2022
8/17/2023,8/17/2023,0.39159,0.58606267,goodwaterbau_2023
8/26/2023,8/26/2023,0.40408,0.58592397,NEON.D06.KONA.DP1.00033_2023
9/1/2023,9/1/2023,0.42158,0.585850656,mandani2_2023
8/12/2021,8/12/2021,0.40621,0.585705519,mead3_2021
7/6/2021,7/6/2021,0.40456,0.585192978,arscolesnorth_2021
8/26/2023,8/26/2023,0.3852,0.585101843,mead1_2023
10/2/2022,10/2/2022,0.38534,0.584861994,arsltarucbec1_2022
7/11/2022,7/11/2022,0.40841,0.584737122,arsope3ltar_2022
7/25/2021,7/25/2021,0.41108,0.584728718,goodwaterbau_2021
9/18/2022,9/18/2022,0.38057,0.584570527,arsltarmdcr_2022
8/29/2023,8/29/2023,0.35303,0.584456205,arsltarmdcr_2023
8/28/2021,8/28/2021,0.41585,0.584292054,arsmorris3_2021
9/11/2022,9/11/2022,0.36877,0.58422935,arsmorris3_2022
6/26/2021,6/26/2021,0.40715,0.584187806,arsltarmdcr_2021
9/30/2023,9/30/2023,0.37693,0.584119141,arsltarucbec1_2023
8/6/2021,8/6/2021,0.38338,0.584055305,arsltarmdcr_2021
9/13/2023,9/13/2023,0.39081,0.584049284,ecb1_2023
7/3/2022,7/3/2022,0.42334,0.584038317,arsltarucbec1_2022
8/25/2023,8/25/2023,0.36359,0.583682775,arsmorris1_2023
8/21/2023,8/21/2023,0.36295,0.583648801,bouldincorn_2023
8/5/2023,8/5/2023,0.45433,0.583640516,mandani2_2023
8/24/2023,8/24/2023,0.40302,0.583240867,mead3_2023
7/14/2022,7/14/2022,0.3917,0.583180368,goodwater_2022
8/16/2022,8/16/2022,0.37247,0.583072126,arsmorris1_2022
10/8/2023,10/8/2023,0.3563,0.582617462,arsope3ltar_2023
9/2/2023,9/2/2023,0.41003,0.582456827,mandani2_2023
8/10/2021,8/10/2021,0.35721,0.582349062,bouldincorn_2021
8/4/2023,8/4/2023,0.40752,0.582320809,arsmorris3_2023
7/6/2023,7/6/2023,0.39934,0.58229363,arsltarmdcr_2023
6/29/2021,6/29/2021,0.4341,0.582091987,mead1_2021
9/4/2023,9/4/2023,0.37494,0.582067847,arsbrooks10_2023
8/8/2021,8/8/2021,0.38956,0.581920326,mead1_2021
9/17/2022,9/17/2022,0.39199,0.581862211,ecb1_2022
8/31/2023,8/31/2023,0.3649,0.58179009,arscolesnorth_2023
7/1/2023,7/1/2023,0.46167,0.581719041,mead3_2023
7/24/2022,7/24/2022,0.38929,0.581531286,arsltarmdcr_2022
9/16/2022,9/16/2022,0.37248,0.581523657,arsmorris1_2022
9/1/2021,9/1/2021,0.36218,0.581510186,arscolesnorth_2021
6/25/2023,6/25/2023,0.42869,0.581490636,arsbrooks10_2023
8/7/2021,8/7/2021,0.39391,0.581439018,arsltarmdcr_2021
8/24/2021,8/24/2021,0.39002,0.581373513,arsbrooks10_2021
7/15/2022,7/15/2022,0.44354,0.581338525,mandani2_2022
6/30/2021,6/30/2021,0.43275,0.580967247,arsbrooks10_2021
8/18/2023,8/18/2023,0.39146,0.580886602,goodwaterbau_2023
9/14/2022,9/14/2022,0.36259,0.580832779,ecb2_2022
8/13/2021,8/13/2021,0.40252,0.580781937,mead3_2021
9/14/2022,9/14/2022,0.38407,0.580706954,arscolesnorth_2022
7/4/2022,7/4/2022,0.45719,0.580652714,mandani2_2022
6/18/2023,6/18/2023,0.42188,0.580647647,goodwaterbau_2023
7/12/2021,7/12/2021,0.39804,0.580605328,arsope3ltar_2021
8/5/2023,8/5/2023,0.43984,0.58046484,goodwater_2023
8/28/2023,8/28/2023,0.37212,0.580279946,mead2_2023
6/24/2023,6/24/2023,0.40017,0.580247045,arscolesnorth_2023
8/25/2022,8/25/2022,0.35038,0.580161452,bouldincorn_2022
7/29/2023,7/29/2023,0.39306,0.580055594,ecb2_2023
7/20/2023,7/20/2023,0.42486,0.579972267,NEON.D06.KONA.DP1.00033_2023
6/24/2023,6/24/2023,0.4176,0.579892576,mead1_2023
8/4/2023,8/4/2023,0.45956,0.579794168,mandani2_2023
8/8/2021,8/8/2021,0.38917,0.57963562,arsltarmdcr_2021
7/11/2022,7/11/2022,0.43771,0.579620719,ecb1_2022
9/11/2022,9/11/2022,0.40003,0.579322696,arsope3ltar_2022
7/27/2021,7/27/2021,0.38185,0.579112709,arsmorris1_2021
9/12/2022,9/12/2022,0.36804,0.579075396,arsmorris3_2022
9/9/2022,9/9/2022,0.37807,0.579067826,goodwater_2022
8/15/2022,8/15/2022,0.3722,0.579021692,arsmorris1_2022
7/27/2023,7/27/2023,0.42305,0.578985512,ecb4_2023
9/9/2021,9/9/2021,0.37054,0.578685641,arsmorris1_2021
9/23/2021,9/23/2021,0.39132,0.578638315,arsope3ltar_2021
7/11/2022,7/11/2022,0.41462,0.578413188,mead1_2022
8/27/2023,8/27/2023,0.377,0.577908933,mead1_2023
7/11/2021,7/11/2021,0.42185,0.577847123,arsmorris3_2021
8/9/2021,8/9/2021,0.387,0.577687621,mead1_2021
9/3/2023,9/3/2023,0.40914,0.577581167,mandani2_2023
9/18/2022,9/18/2022,0.40171,0.577471972,mead1_2022
10/1/2021,10/1/2021,0.38316,0.577470541,arsltarucbec1_2021
8/9/2021,8/9/2021,0.38911,0.577343822,arsltarmdcr_2021
9/4/2021,9/4/2021,0.40226,0.577181578,goodwaterbau_2021
9/10/2023,9/10/2023,0.38809,0.577180862,ecb2_2023
6/9/2022,6/9/2022,0.43669,0.577123046,arkansascornsoy_2022
9/24/2022,9/24/2022,0.39242,0.577034354,goodwaterbau_2022
8/1/2022,8/1/2022,0.38517,0.57665205,arkansascornsoy_2022
6/21/2021,6/21/2021,0.38707,0.576549709,bouldincorn_2021
8/3/2022,8/3/2022,0.38508,0.576097786,arscolesnorth_2022
8/14/2021,8/14/2021,0.39712,0.576028883,mead3_2021
8/3/2023,8/3/2023,0.44701,0.575748563,mandani2_2023
7/15/2022,7/15/2022,0.40341,0.575446069,arsmorris3_2022
8/22/2023,8/22/2023,0.36109,0.575299859,bouldincorn_2023
7/13/2022,7/13/2022,0.39697,0.575276792,goodwater_2022
8/3/2023,8/3/2023,0.41419,0.575173378,arsmorris3_2023
8/26/2023,8/26/2023,0.36287,0.575155795,arsmorris1_2023
8/10/2021,8/10/2021,0.38354,0.575135469,arsltarmdcr_2021
9/17/2022,9/17/2022,0.36366,0.575091481,arsmorris1_2022
9/2/2021,9/2/2021,0.3686,0.574839234,arscolesnorth_2021
7/11/2023,7/11/2023,0.38368,0.574592948,bouldincorn_2023
8/11/2021,8/11/2021,0.35507,0.574258864,bouldincorn_2021
8/19/2023,8/19/2023,0.38921,0.57422483,goodwaterbau_2023
7/16/2022,7/16/2022,0.4438,0.574184537,mandani2_2022
6/30/2021,6/30/2021,0.44057,0.573979616,mead3_2021
9/19/2023,9/19/2023,0.40298,0.573911726,goodwater_2023
8/27/2023,8/27/2023,0.39604,0.573628604,NEON.D06.KONA.DP1.00033_2023
8/14/2022,8/14/2022,0.37218,0.573617697,arsmorris1_2022
7/3/2022,7/3/2022,0.45742,0.573609471,mandani2_2022
7/5/2021,7/5/2021,0.40075,0.573609173,arscolesnorth_2021
8/10/2021,8/10/2021,0.38926,0.573452413,mead1_2021
7/5/2023,7/5/2023,0.40161,0.573211789,arsltarmdcr_2023
9/1/2023,9/1/2023,0.36305,0.573140025,arscolesnorth_2023
8/11/2021,8/11/2021,0.38475,0.572983086,arsltarmdcr_2021
9/13/2022,9/13/2022,0.36746,0.572936296,arsmorris3_2022
8/29/2023,8/29/2023,0.37203,0.57286936,mead2_2023
7/3/2023,7/3/2023,0.38158,0.572717726,arsmorris1_2023
9/24/2022,9/24/2022,0.38644,0.57269752,ecb4_2022
8/25/2021,8/25/2021,0.39109,0.572436988,arsbrooks10_2021
7/27/2022,7/27/2022,0.40211,0.572383404,ecb4_2022
7/3/2021,7/3/2021,0.38785,0.572341144,arsltarucbec1_2021
6/25/2021,6/25/2021,0.40401,0.572289169,arsltarmdcr_2021
8/2/2023,8/2/2023,0.43945,0.572281837,mandani2_2023
7/10/2022,7/10/2022,0.4311,0.572149396,ecb1_2022
9/4/2023,9/4/2023,0.40937,0.572138071,mandani2_2023
7/5/2022,7/5/2022,0.40362,0.57201612,ecb2_2022
7/18/2022,7/18/2022,0.40527,0.571978807,goodwaterbau_2022
8/30/2023,8/30/2023,0.3484,0.571480572,arsltarmdcr_2023
9/19/2022,9/19/2022,0.38001,0.571439803,arsltarmdcr_2022
8/15/2021,8/15/2021,0.39691,0.57135427,mead3_2021
7/23/2022,7/23/2022,0.38963,0.571288228,arsltarmdcr_2022
8/16/2022,8/16/2022,0.4179,0.571273148,mead3_2022
8/12/2021,8/12/2021,0.38338,0.570856988,arsltarmdcr_2021
8/15/2022,8/15/2022,0.41651,0.570823193,mead3_2022
7/10/2022,7/10/2022,0.42284,0.570670784,arsope3ltar_2022
10/3/2022,10/3/2022,0.37935,0.570637465,arsltarucbec1_2022
8/17/2022,8/17/2022,0.4149,0.5705387,mead3_2022
6/30/2023,6/30/2023,0.44919,0.570355177,mead3_2023
8/11/2021,8/11/2021,0.38526,0.570268452,mead1_2021
8/18/2022,8/18/2022,0.41364,0.570207953,mead3_2022
8/28/2023,8/28/2023,0.37911,0.570147455,mead1_2023
9/5/2023,9/5/2023,0.37966,0.569628239,arsbrooks10_2023
6/17/2023,6/17/2023,0.42467,0.569559574,goodwaterbau_2023
9/18/2022,9/18/2022,0.40297,0.569474876,arsbrooks10_2022
6/26/2023,6/26/2023,0.41402,0.569409728,mead2_2023
6/28/2021,6/28/2021,0.4364,0.569315493,mead1_2021
7/28/2023,7/28/2023,0.39774,0.569285214,ecb2_2023
8/19/2022,8/19/2022,0.41512,0.569054306,mead3_2022
10/1/2023,10/1/2023,0.36958,0.569026351,arsltarucbec1_2023
9/18/2022,9/18/2022,0.36061,0.56891942,arsmorris1_2022
6/29/2021,6/29/2021,0.43299,0.568879426,arsbrooks10_2021
8/13/2021,8/13/2021,0.3876,0.568864465,arsltarmdcr_2021
7/24/2021,7/24/2021,0.40684,0.56883955,goodwaterbau_2021
8/29/2021,8/29/2021,0.40676,0.568773329,arsmorris3_2021
7/29/2023,7/29/2023,0.39278,0.568654895,arsope3ltar_2023
9/10/2022,9/10/2022,0.37641,0.568619728,goodwater_2022
8/25/2023,8/25/2023,0.41734,0.56841433,mead3_2023
7/11/2021,7/11/2021,0.39679,0.568299055,arsope3ltar_2021
8/13/2022,8/13/2022,0.37372,0.568128347,arsmorris1_2022
8/20/2023,8/20/2023,0.39033,0.568122149,goodwaterbau_2023
7/19/2023,7/19/2023,0.43477,0.568053424,ecb1_2023
9/3/2021,9/3/2021,0.3785,0.56799686,arscolesnorth_2021
8/12/2021,8/12/2021,0.3854,0.567972183,mead1_2021
8/1/2023,8/1/2023,0.43948,0.56789881,mandani2_2023
7/19/2022,7/19/2022,0.41632,0.567839563,arsbrooks10_2022
8/26/2022,8/26/2022,0.3487,0.567688942,bouldincorn_2022
8/2/2023,8/2/2023,0.41842,0.56762594,arsmorris3_2023
9/15/2022,9/15/2022,0.36369,0.567544043,ecb2_2022
8/14/2022,8/14/2022,0.41721,0.567414403,mead3_2022
8/20/2022,8/20/2022,0.41586,0.567383051,mead3_2022
9/12/2022,9/12/2022,0.39231,0.56735146,arsope3ltar_2022
9/18/2022,9/18/2022,0.39298,0.567248881,ecb1_2022
8/16/2021,8/16/2021,0.39503,0.566927493,mead3_2021
10/9/2023,10/9/2023,0.35418,0.566915035,arsope3ltar_2023
6/24/2023,6/24/2023,0.42307,0.566678822,arsbrooks10_2023
9/5/2023,9/5/2023,0.43291,0.566671252,mandani2_2023
6/23/2023,6/23/2023,0.42032,0.566507459,mead1_2023
10/2/2021,10/2/2021,0.38782,0.566495895,arsltarucbec1_2021
7/10/2021,7/10/2021,0.41421,0.566467524,arsmorris3_2021
8/23/2023,8/23/2023,0.35929,0.566442192,bouldincorn_2023
7/2/2022,7/2/2022,0.44205,0.566400766,arsltarucbec1_2022
8/4/2023,8/4/2023,0.44085,0.566327572,goodwater_2023
6/18/2023,6/18/2023,0.34695,0.566234529,arsltarucbec1_2023
7/26/2021,7/26/2021,0.38161,0.566208661,arsmorris1_2021
8/14/2021,8/14/2021,0.38006,0.566060603,arsltarmdcr_2021
8/13/2022,8/13/2022,0.41745,0.566020131,mead3_2022
9/2/2023,9/2/2023,0.39824,0.566002309,ecb4_2023
9/14/2022,9/14/2022,0.36528,0.565857947,arsmorris3_2022
8/27/2023,8/27/2023,0.36091,0.565771878,arsmorris1_2023
8/2/2022,8/2/2022,0.3747,0.565586925,arkansascornsoy_2022
7/2/2022,7/2/2022,0.45976,0.565581918,mandani2_2022
9/15/2022,9/15/2022,0.38731,0.56546402,arscolesnorth_2022
7/12/2022,7/12/2022,0.40296,0.56538862,goodwater_2022
8/12/2021,8/12/2021,0.35388,0.565240562,bouldincorn_2021
7/17/2022,7/17/2022,0.44102,0.565232813,mandani2_2022
8/13/2021,8/13/2021,0.38227,0.56507653,mead1_2021
7/9/2022,7/9/2022,0.4317,0.565055132,ecb1_2022
8/21/2022,8/21/2022,0.41138,0.565043688,mead3_2022
8/30/2023,8/30/2023,0.3698,0.564944088,mead2_2023
9/14/2023,9/14/2023,0.38058,0.564564466,ecb1_2023
8/2/2022,8/2/2022,0.3807,0.564561129,arscolesnorth_2022
8/12/2022,8/12/2022,0.4128,0.56427747,mead3_2022
6/23/2023,6/23/2023,0.38615,0.564274311,arscolesnorth_2023
9/2/2023,9/2/2023,0.36013,0.564165354,arscolesnorth_2023
8/15/2021,8/15/2021,0.37854,0.564058185,arsltarmdcr_2021
7/4/2023,7/4/2023,0.39996,0.563967109,arsltarmdcr_2023
6/8/2022,6/8/2022,0.45485,0.563826501,arkansascornsoy_2022
7/19/2023,7/19/2023,0.42634,0.563393831,NEON.D06.KONA.DP1.00033_2023
7/31/2023,7/31/2023,0.44616,0.563215137,mandani2_2023
8/26/2021,8/26/2021,0.40222,0.563030124,arsbrooks10_2021
8/22/2022,8/22/2022,0.41364,0.562750101,mead3_2022
8/17/2021,8/17/2021,0.39909,0.562655449,mead3_2021
9/19/2022,9/19/2022,0.35385,0.562573671,arsmorris1_2022
8/14/2021,8/14/2021,0.37799,0.562340558,mead1_2021
9/24/2021,9/24/2021,0.37342,0.562281251,arsope3ltar_2021
7/17/2022,7/17/2022,0.41909,0.562156737,NEON.D06.KONA.DP1.00033_2022
7/18/2022,7/18/2022,0.39634,0.562002838,NEON.D06.KONA.DP1.00033_2022
8/16/2021,8/16/2021,0.38101,0.561994493,arsltarmdcr_2021
8/12/2022,8/12/2022,0.37394,0.561959922,arsmorris1_2022
8/21/2023,8/21/2023,0.39355,0.561894536,goodwaterbau_2023
8/29/2023,8/29/2023,0.37918,0.561812103,mead1_2023
7/16/2022,7/16/2022,0.43419,0.561787963,NEON.D06.KONA.DP1.00033_2022
9/10/2021,9/10/2021,0.36469,0.561732888,arsmorris1_2021
7/26/2023,7/26/2023,0.42144,0.561695397,ecb4_2023
7/4/2021,7/4/2021,0.39922,0.561326027,arscolesnorth_2021
6/29/2021,6/29/2021,0.43793,0.561293423,mead3_2021
7/19/2022,7/19/2022,0.39547,0.561144412,NEON.D06.KONA.DP1.00033_2022
7/10/2022,7/10/2022,0.4122,0.561103642,mead1_2022
8/11/2022,8/11/2022,0.41414,0.560990274,mead3_2022
7/15/2022,7/15/2022,0.41967,0.560977161,NEON.D06.KONA.DP1.00033_2022
9/6/2023,9/6/2023,0.41242,0.560742617,mandani2_2023
8/15/2021,8/15/2021,0.37838,0.560733736,mead1_2021
7/22/2022,7/22/2022,0.39226,0.560696781,arsltarmdcr_2022
7/20/2022,7/20/2022,0.39307,0.560246468,NEON.D06.KONA.DP1.00033_2022
9/4/2021,9/4/2021,0.37266,0.560092151,arscolesnorth_2021
8/17/2021,8/17/2021,0.37941,0.559857726,arsltarmdcr_2021
7/14/2022,7/14/2022,0.39644,0.559801161,arsmorris3_2022
6/20/2021,6/20/2021,0.39171,0.559781611,bouldincorn_2021
8/28/2023,8/28/2023,0.39597,0.559772134,NEON.D06.KONA.DP1.00033_2023
7/14/2022,7/14/2022,0.42498,0.559678078,NEON.D06.KONA.DP1.00033_2022
8/1/2023,8/1/2023,0.41017,0.559657574,arsmorris3_2023
6/24/2021,6/24/2021,0.40284,0.559608579,arsltarmdcr_2021
9/19/2022,9/19/2022,0.40006,0.559190035,mead1_2022
8/23/2022,8/23/2022,0.41585,0.559149027,mead3_2022
7/21/2022,7/21/2022,0.39003,0.55894345,NEON.D06.KONA.DP1.00033_2022
6/16/2023,6/16/2023,0.42842,0.558751047,goodwaterbau_2023
6/29/2023,6/29/2023,0.4458,0.558581114,mead3_2023
9/11/2022,9/11/2022,0.37885,0.558453262,goodwater_2022
8/10/2022,8/10/2022,0.41526,0.558420539,mead3_2022
7/30/2023,7/30/2023,0.43905,0.558418572,mandani2_2023
8/18/2021,8/18/2021,0.3992,0.558393478,mead3_2021
9/15/2022,9/15/2022,0.3662,0.558261812,arsmorris3_2022
8/16/2021,8/16/2021,0.37668,0.558254302,mead1_2021
9/25/2022,9/25/2022,0.38191,0.558141172,goodwaterbau_2022
8/24/2023,8/24/2023,0.35883,0.558069229,bouldincorn_2023
7/27/2023,7/27/2023,0.39405,0.557957649,ecb2_2023
9/20/2022,9/20/2022,0.37938,0.557907581,arsltarmdcr_2022
7/13/2022,7/13/2022,0.42927,0.557876766,NEON.D06.KONA.DP1.00033_2022
7/2/2023,7/2/2023,0.37875,0.557859123,arsmorris1_2023
8/31/2023,8/31/2023,0.34475,0.557829261,arsltarmdcr_2023
7/8/2022,7/8/2022,0.45655,0.557721972,ecb1_2022
7/17/2022,7/17/2022,0.40586,0.557656884,goodwaterbau_2022
